Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,DRIVER RATING,race_name,year,race_num
Dylan Lupton,28,16,15,1,32,23,-1,63,64,11,17.5,0,44,17.6,5,2.0,250,61.8,2017_American_Ethanol_E15_250,2017,14
Christopher Bell,1,2,16,1,18,3,15,24,9,18,75.0,66,231,92.4,152,60.8,250,132.2,2017_American_Ethanol_E15_250,2017,14
B.J. McLeod,26,27,17,6,30,24,-17,41,58,3,7.3,0,10,4.0,0,0.0,250,55.4,2017_American_Ethanol_E15_250,2017,14
Joey Gase,37,31,18,11,37,29,-5,32,37,0,0.0,0,8,3.2,0,0.0,250,47.8,2017_American_Ethanol_E15_250,2017,14
Ryan Reed,17,6,19,5,28,12,36,76,40,49,64.5,0,152,60.8,0,0.0,250,75.7,2017_American_Ethanol_E15_250,2017,14
Ben Kennedy,21,4,20,2,24,11,-10,57,67,31,54.4,17,158,63.2,0,0.0,249,91.9,2017_American_Ethanol_E15_250,2017,14
Daniel Hemric,11,9,21,2,25,9,-9,59,68,45,76.3,3,212,84.8,0,0.0,249,94.1,2017_American_Ethanol_E15_250,2017,14
Matt Tifft,9,11,22,3,26,12,-13,73,86,51,69.9,9,171,68.4,0,0.0,249,85.6,2017_American_Ethanol_E15_250,2017,14
Brandon Jones,23,10,23,7,27,16,-10,62,72,29,46.8,0,146,58.4,0,0.0,249,71.3,2017_American_Ethanol_E15_250,2017,14
Cole Custer,24,13,24,4,33,15,14,79,65,31,39.2,0,141,56.4,0,0.0,249,72.2,2017_American_Ethanol_E15_250,2017,14
Blake Koch,13,14,25,7,27,14,-14,73,87,42,57.5,0,173,69.2,0,0.0,249,77.0,2017_American_Ethanol_E15_250,2017,14
Brendan Gaughan,16,21,26,1,29,14,5,64,59,35,54.7,1,160,64.0,9,3.6,249,74.2,2017_American_Ethanol_E15_250,2017,14
Brennan Poole,8,7,27,2,27,12,5,44,39,34,77.3,0,204,81.6,0,0.0,249,73.8,2017_American_Ethanol_E15_250,2017,14
Timmy Hill,38,32,28,28,38,32,0,9,9,0,0.0,0,0,0.0,0,0.0,247,37.7,2017_American_Ethanol_E15_250,2017,14
"Ray Black, Jr.",34,34,29,1,36,31,0,24,24,0,0.0,0,2,0.8,1,0.4,246,42.8,2017_American_Ethanol_E15_250,2017,14
Spencer Gallagher,19,18,30,11,36,26,-13,37,50,13,35.1,1,13,5.2,0,0.0,244,50.6,2017_American_Ethanol_E15_250,2017,14
Kyle Benjamin,2,33,31,2,34,22,19,27,8,3,11.1,4,72,28.8,0,0.0,241,82.5,2017_American_Ethanol_E15_250,2017,14
"Scott Lagasse, Jr.",12,12,32,7,32,16,-29,38,67,31,81.6,0,153,61.2,0,0.0,236,69.8,2017_American_Ethanol_E15_250,2017,14
Dexter Bean,33,20,33,9,37,31,1,17,16,0,0.0,0,3,1.2,0,0.0,161,38.8,2017_American_Ethanol_E15_250,2017,14
Ty Majeski,10,28,34,5,33,23,-6,32,38,17,53.1,0,78,31.2,0,0.0,143,66.3,2017_American_Ethanol_E15_250,2017,14
Mike Harmon,40,37,35,35,40,35,3,4,1,0,0.0,0,0,0.0,0,0.0,121,28.8,2017_American_Ethanol_E15_250,2017,14
Harrison Rhodes,29,35,36,25,34,32,-8,19,27,0,0.0,0,0,0.0,0,0.0,118,33.5,2017_American_Ethanol_E15_250,2017,14
"Sam Hornish, Jr.",3,36,37,2,5,25,-2,0,2,0,0.0,14,78,31.2,0,0.0,78,79.8,2017_American_Ethanol_E15_250,2017,14
Carl Long,39,38,38,38,40,37,2,2,0,0,0.0,0,0,0.0,0,0.0,18,26.7,2017_American_Ethanol_E15_250,2017,14
Morgan Shepherd,36,39,39,36,39,37,-6,2,8,0,0.0,0,0,0.0,0,0.0,16,25.8,2017_American_Ethanol_E15_250,2017,14
Jeff Green,35,40,40,35,40,38,-1,4,5,0,0.0,0,0,0.0,0,0.0,6,25.3,2017_American_Ethanol_E15_250,2017,14
William Byron,3,14,1,1,40,12,58,159,101,58,36.5,2,67,64.4,29,27.9,104,116.9,2017_Coca-Cola_Firecracker_250,2017,15
Elliott Sadler,7,5,2,1,24,7,18,145,127,102,70.3,1,91,87.5,7,6.7,104,96.9,2017_Coca-Cola_Firecracker_250,2017,15
Dakoda Armstrong,21,13,3,2,33,17,12,156,144,39,25.0,7,38,36.5,0,0.0,104,83.4,2017_Coca-Cola_Firecracker_250,2017,15
Jeb Burton,17,24,4,3,40,18,39,153,114,77,50.3,1,50,48.1,0,0.0,104,92.0,2017_Coca-Cola_Firecracker_250,2017,15
David Starr,33,30,5,4,40,28,2,112,110,2,1.8,2,8,7.7,0,0.0,104,67.1,2017_Coca-Cola_Firecracker_250,2017,15
Ross Chastain,20,22,6,7,38,25,3,108,105,13,12.0,2,12,11.5,0,0.0,104,82.0,2017_Coca-Cola_Firecracker_250,2017,15
Brennan Poole,1,1,7,1,34,7,27,148,121,92,62.2,2,84,80.8,13,12.5,104,93.3,2017_Coca-Cola_Firecracker_250,2017,15
Joey Logano,10,3,8,1,28,9,-8,145,153,127,87.6,2,92,88.5,6,5.8,104,87.5,2017_Coca-Cola_Firecracker_250,2017,15
Brendan Gaughan,9,27,9,6,36,19,-4,169,173,69,40.8,4,49,47.1,0,0.0,104,86.2,2017_Coca-Cola_Firecracker_250,2017,15
Joey Gase,34,20,10,5,40,26,10,131,121,6,4.6,2,11,10.6,0,0.0,104,59.4,2017_Coca-Cola_Firecracker_250,2017,15
B.J. McLeod,31,29,11,9,39,28,-13,85,98,3,3.5,2,6,5.8,0,0.0,104,62.1,2017_Coca-Cola_Firecracker_250,2017,15
"Ray Black, Jr.",30,25,12,9,39,27,-6,117,123,6,5.1,1,6,5.8,0,0.0,104,60.5,2017_Coca-Cola_Firecracker_250,2017,15
J.J. Yeley,37,33,13,10,38,22,-4,144,148,29,20.1,3,15,14.4,0,0.0,104,69.7,2017_Coca-Cola_Firecracker_250,2017,15
"Scott Lagasse, Jr.",24,8,14,5,28,12,3,137,134,85,62.0,1,76,73.1,0,0.0,104,81.5,2017_Coca-Cola_Firecracker_250,2017,15
Jeremy Clements,38,35,15,10,39,27,-7,91,98,7,7.7,1,6,5.8,0,0.0,104,65.8,2017_Coca-Cola_Firecracker_250,2017,15
Ben Kennedy,2,4,16,1,27,6,1,95,94,80,84.2,0,92,88.5,4,3.9,104,91.5,2017_Coca-Cola_Firecracker_250,2017,15
Timmy Hill,36,18,17,6,38,28,0,146,146,5,3.4,2,6,5.8,0,0.0,104,64.8,2017_Coca-Cola_Firecracker_250,2017,15
Matt Tifft,6,16,18,6,35,15,6,149,143,63,42.3,2,50,48.1,0,0.0,104,75.2,2017_Coca-Cola_Firecracker_250,2017,15
Brandon Jones,16,9,19,1,39,20,14,155,141,87,56.1,0,45,43.3,1,1.0,104,67.9,2017_Coca-Cola_Firecracker_250,2017,15
Jeff Green,40,19,20,8,40,22,21,148,127,19,12.8,1,9,8.7,0,0.0,104,62.3,2017_Coca-Cola_Firecracker_250,2017,15
Ty Dillon,15,2,21,1,34,8,38,140,102,100,71.4,1,86,82.7,13,12.5,104,100.3,2017_Coca-Cola_Firecracker_250,2017,15
Mike Harmon,35,26,22,1,40,32,-44,51,95,0,0.0,0,3,2.9,0,0.0,104,36.1,2017_Coca-Cola_Firecracker_250,2017,15
Cole Custer,19,28,23,2,38,21,-18,110,128,58,52.7,0,34,32.7,0,0.0,104,63.2,2017_Coca-Cola_Firecracker_250,2017,15
Spencer Gallagher,22,15,24,3,39,24,-20,157,177,28,17.8,1,19,18.3,0,0.0,104,50.6,2017_Coca-Cola_Firecracker_250,2017,15
Erik Jones,14,10,25,1,29,11,-23,168,191,132,78.6,0,85,81.7,0,0.0,104,68.6,2017_Coca-Cola_Firecracker_250,2017,15
Chris Cockrum,29,21,26,14,36,28,-25,83,108,1,1.2,1,2,1.9,0,0.0,104,52.3,2017_Coca-Cola_Firecracker_250,2017,15
Tyler Reddick,13,12,27,2,27,10,-1,143,144,95,66.4,1,74,71.2,0,0.0,103,84.9,2017_Coca-Cola_Firecracker_250,2017,15
Garrett Smithley,27,34,28,12,40,31,-45,77,122,4,5.2,1,2,1.9,0,0.0,102,45.3,2017_Coca-Cola_Firecracker_250,2017,15
Mark Thompson,39,36,29,11,40,31,-31,53,84,1,1.9,2,4,3.9,0,0.0,102,34.9,2017_Coca-Cola_Firecracker_250,2017,15
Justin Allgaier,25,6,30,1,32,14,36,178,142,65,36.5,5,54,51.9,2,2.0,100,73.8,2017_Coca-Cola_Firecracker_250,2017,15
Ryan Reed,12,11,31,1,38,13,15,150,135,104,69.3,1,71,68.3,0,0.0,100,68.2,2017_Coca-Cola_Firecracker_250,2017,15
Daniel Hemric,5,23,32,3,36,14,-11,128,139,65,50.8,2,54,51.9,0,0.0,99,72.4,2017_Coca-Cola_Firecracker_250,2017,15
Michael Annett,11,17,33,1,34,13,-19,109,128,77,70.6,2,62,59.6,0,0.0,98,68.8,2017_Coca-Cola_Firecracker_250,2017,15
Casey Mears,23,7,34,4,33,13,19,182,163,131,72.0,0,75,72.1,0,0.0,98,67.8,2017_Coca-Cola_Firecracker_250,2017,15
Ryan Sieg,18,31,35,7,39,27,-1,75,76,20,26.7,3,15,14.4,0,0.0,98,54.6,2017_Coca-Cola_Firecracker_250,2017,15
Harrison Rhodes,26,32,36,13,38,29,-38,81,119,0,0.0,2,1,1.0,0,0.0,94,34.8,2017_Coca-Cola_Firecracker_250,2017,15
Brandon Brown,28,37,37,13,32,28,0,88,88,10,11.4,1,8,7.7,0,0.0,50,45.2,2017_Coca-Cola_Firecracker_250,2017,15
Blake Koch,4,38,38,1,26,21,-7,50,57,41,82.0,0,43,41.4,28,56.0,50,82.1,2017_Coca-Cola_Firecracker_250,2017,15
Daniel Suarez,8,39,39,1,27,24,-10,95,105,87,91.6,0,41,39.4,1,2.0,50,64.5,2017_Coca-Cola_Firecracker_250,2017,15
Josh Williams,32,40,40,9,39,30,6,97,91,36,37.1,0,14,13.5,0,0.0,50,46.2,2017_Coca-Cola_Firecracker_250,2017,15
Kyle Busch,1,1,1,1,8,2,7,11,4,10,90.9,45,200,100.0,70,35.0,200,136.0,2017_Alsco_300,2017,16
Ryan Blaney,3,3,2,1,22,3,25,37,12,32,86.5,54,195,97.5,52,26.0,200,128.0,2017_Alsco_300,2017,16
Erik Jones,2,2,3,1,18,2,1,10,9,10,100.0,31,199,99.5,77,38.5,200,137.0,2017_Alsco_300,2017,16
Kevin Harvick,11,5,4,2,30,6,11,29,18,23,79.3,2,196,98.0,0,0.0,200,104.9,2017_Alsco_300,2017,16
Ty Dillon,12,14,5,4,32,11,27,60,33,30,50.0,0,165,82.5,0,0.0,200,94.2,2017_Alsco_300,2017,16
Joey Logano,4,6,6,1,15,5,1,31,30,31,100.0,5,200,100.0,1,0.5,200,109.6,2017_Alsco_300,2017,16
William Byron,5,4,7,3,11,6,0,21,21,20,95.2,1,200,100.0,0,0.0,200,103.0,2017_Alsco_300,2017,16
Justin Allgaier,13,10,8,5,25,9,11,36,25,33,91.7,4,197,98.5,0,0.0,200,98.5,2017_Alsco_300,2017,16
Daniel Hemric,10,15,9,6,28,12,-1,47,48,20,42.5,0,134,67.0,0,0.0,200,86.0,2017_Alsco_300,2017,16
Tyler Reddick,6,7,10,5,24,9,4,36,32,30,83.3,4,186,93.0,0,0.0,200,94.5,2017_Alsco_300,2017,16
Cole Custer,8,12,11,3,22,10,-16,22,38,22,100.0,0,196,98.0,0,0.0,200,87.2,2017_Alsco_300,2017,16
Elliott Sadler,18,8,12,5,18,10,1,34,33,28,82.3,1,182,91.0,0,0.0,200,89.6,2017_Alsco_300,2017,16
Spencer Gallagher,14,13,13,10,26,15,-1,47,48,24,51.1,0,144,72.0,0,0.0,200,80.5,2017_Alsco_300,2017,16
Matt Tifft,15,18,14,7,19,14,0,36,36,30,83.3,0,151,75.5,0,0.0,200,80.0,2017_Alsco_300,2017,16
Casey Mears,25,16,15,8,34,17,6,52,46,17,32.7,0,80,40.0,0,0.0,200,76.7,2017_Alsco_300,2017,16
Michael Annett,23,23,16,12,38,24,2,46,44,4,8.7,0,5,2.5,0,0.0,200,65.0,2017_Alsco_300,2017,16
Dakoda Armstrong,22,22,17,11,30,20,-9,31,40,5,16.1,0,11,5.5,0,0.0,200,64.7,2017_Alsco_300,2017,16
Ryan Sieg,27,17,18,13,33,18,11,33,22,4,12.1,0,18,9.0,0,0.0,200,69.7,2017_Alsco_300,2017,16
Jeb Burton,29,21,19,11,34,20,3,39,36,8,20.5,0,11,5.5,0,0.0,200,66.5,2017_Alsco_300,2017,16
Ross Chastain,24,29,20,11,29,21,3,36,33,1,2.8,0,8,4.0,0,0.0,200,62.7,2017_Alsco_300,2017,16
Brennan Poole,7,9,21,5,21,10,-10,29,39,28,96.5,0,178,89.0,0,0.0,199,76.8,2017_Alsco_300,2017,16
Jeremy Clements,26,20,22,13,32,23,-12,18,30,1,5.6,0,3,1.5,0,0.0,199,55.5,2017_Alsco_300,2017,16
Blake Koch,19,25,23,15,38,23,10,38,28,1,2.6,0,1,0.5,0,0.0,199,56.7,2017_Alsco_300,2017,16
B.J. McLeod,31,28,24,19,34,26,-15,22,37,0,0.0,0,0,0.0,0,0.0,198,50.3,2017_Alsco_300,2017,16
J.J. Yeley,30,26,25,8,33,22,-6,30,36,3,10.0,0,15,7.5,0,0.0,197,65.5,2017_Alsco_300,2017,16
Garrett Smithley,32,31,26,20,35,29,-18,12,30,0,0.0,0,0,0.0,0,0.0,196,44.3,2017_Alsco_300,2017,16
"Ray Black, Jr.",34,27,27,21,37,28,5,33,28,0,0.0,0,0,0.0,0,0.0,195,44.7,2017_Alsco_300,2017,16
Harrison Rhodes,33,24,28,15,33,26,-27,23,50,0,0.0,0,1,0.5,0,0.0,195,49.7,2017_Alsco_300,2017,16
Chad Finchum,38,33,29,28,38,31,-2,12,14,0,0.0,0,0,0.0,0,0.0,194,39.6,2017_Alsco_300,2017,16
Angela Ruch,40,34,30,30,40,33,-2,4,6,0,0.0,0,0,0.0,0,0.0,192,36.7,2017_Alsco_300,2017,16
David Starr,36,32,31,4,36,28,-3,19,22,0,0.0,0,2,1.0,0,0.0,188,46.2,2017_Alsco_300,2017,16
Ben Kennedy,16,19,32,10,31,19,-12,43,55,5,11.6,0,17,8.5,0,0.0,178,61.2,2017_Alsco_300,2017,16
Joey Gase,35,30,33,21,36,30,-5,14,19,0,0.0,0,0,0.0,0,0.0,125,40.2,2017_Alsco_300,2017,16
Paul Menard,9,11,34,3,12,19,2,18,16,18,100.0,0,102,51.0,0,0.0,102,91.3,2017_Alsco_300,2017,16
Mike Harmon,39,37,35,24,39,34,4,4,0,0,0.0,0,0,0.0,0,0.0,58,30.8,2017_Alsco_300,2017,16
Ryan Reed,21,35,36,21,39,35,1,2,1,0,0.0,1,0,0.0,0,0.0,55,31.6,2017_Alsco_300,2017,16
Jeff Green,28,36,37,3,35,33,7,15,8,0,0.0,0,3,1.5,0,0.0,53,37.7,2017_Alsco_300,2017,16
Timmy Hill,37,38,38,25,37,36,-3,1,4,0,0.0,0,0,0.0,0,0.0,31,30.1,2017_Alsco_300,2017,16
Brendan Gaughan,17,39,39,17,38,38,0,0,0,0,0.0,1,0,0.0,0,0.0,6,41.8,2017_Alsco_300,2017,16
Brandon Jones,20,40,40,20,20,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,26.0,2017_Alsco_300,2017,16
Kyle Busch,1,1,1,1,14,2,10,30,20,25,83.3,46,200,100.0,77,38.5,200,140.5,2017_Overtons_200,2017,17
Ryan Preece,6,4,2,1,16,3,15,25,10,24,96.0,15,199,99.5,2,1.0,200,118.7,2017_Overtons_200,2017,17
William Byron,7,5,3,2,16,5,7,25,18,22,88.0,11,200,100.0,0,0.0,200,111.8,2017_Overtons_200,2017,17
Kyle Larson,3,3,4,1,13,4,7,31,24,26,83.9,15,200,100.0,11,5.5,200,114.2,2017_Overtons_200,2017,17
Brad Keselowski,2,2,5,1,14,2,6,32,26,32,100.0,76,200,100.0,102,51.0,200,136.7,2017_Overtons_200,2017,17
Ben Kennedy,13,12,6,6,23,11,4,44,40,34,77.3,3,183,91.5,0,0.0,200,93.9,2017_Overtons_200,2017,17
Elliott Sadler,8,7,7,1,14,7,5,37,32,36,97.3,3,200,100.0,5,2.5,199,101.2,2017_Overtons_200,2017,17
Ty Dillon,12,6,8,3,14,7,3,33,30,30,90.9,5,200,100.0,0,0.0,199,99.6,2017_Overtons_200,2017,17
Cole Custer,10,8,9,7,20,9,2,41,39,34,82.9,0,192,96.0,0,0.0,199,89.7,2017_Overtons_200,2017,17
Brennan Poole,9,9,10,3,25,9,1,29,28,27,93.1,1,193,96.5,0,0.0,199,92.6,2017_Overtons_200,2017,17
Matt Tifft,4,11,11,1,20,9,6,41,35,32,78.0,0,197,98.5,1,0.5,199,91.9,2017_Overtons_200,2017,17
Daniel Hemric,5,10,12,2,22,11,-3,37,40,21,56.8,0,192,96.0,0,0.0,199,84.3,2017_Overtons_200,2017,17
Blake Koch,14,13,13,3,28,13,-2,27,29,16,59.3,0,174,87.0,0,0.0,199,81.2,2017_Overtons_200,2017,17
Ryan Reed,19,14,14,5,26,14,10,42,32,12,28.6,0,144,72.0,0,0.0,198,77.8,2017_Overtons_200,2017,17
J.J. Yeley,21,15,15,11,24,16,2,28,26,10,35.7,1,117,58.5,0,0.0,198,76.7,2017_Overtons_200,2017,17
Michael Annett,23,16,16,5,31,16,10,43,33,12,27.9,0,30,15.0,0,0.0,198,73.7,2017_Overtons_200,2017,17
Brendan Gaughan,16,17,17,16,27,19,-2,36,38,0,0.0,0,0,0.0,0,0.0,197,67.8,2017_Overtons_200,2017,17
Harrison Rhodes,24,19,18,9,27,21,-12,24,36,0,0.0,0,2,1.0,0,0.0,197,63.0,2017_Overtons_200,2017,17
Ross Chastain,18,21,19,5,24,19,-6,47,53,5,10.6,0,10,5.0,0,0.0,197,66.7,2017_Overtons_200,2017,17
Ryan Sieg,20,22,20,18,29,21,-3,41,44,0,0.0,0,0,0.0,0,0.0,197,63.2,2017_Overtons_200,2017,17
Jeremy Clements,26,20,21,8,26,21,-8,36,44,1,2.8,0,4,2.0,0,0.0,197,61.2,2017_Overtons_200,2017,17
Dylan Lupton,39,24,22,18,39,24,13,29,16,0,0.0,0,0,0.0,0,0.0,196,56.7,2017_Overtons_200,2017,17
Garrett Smithley,25,26,23,18,33,25,11,26,15,0,0.0,0,0,0.0,0,0.0,195,52.6,2017_Overtons_200,2017,17
Dakoda Armstrong,15,23,24,11,27,21,-15,32,47,7,21.9,0,11,5.5,0,0.0,195,62.2,2017_Overtons_200,2017,17
Joey Gase,34,27,25,24,34,28,1,14,13,0,0.0,0,0,0.0,0,0.0,195,44.6,2017_Overtons_200,2017,17
B.J. McLeod,27,25,26,20,30,26,0,16,16,0,0.0,0,0,0.0,0,0.0,194,48.8,2017_Overtons_200,2017,17
Spencer Boyd,32,29,27,27,35,30,9,13,4,0,0.0,0,0,0.0,0,0.0,193,43.0,2017_Overtons_200,2017,17
Timmy Hill,33,30,28,21,33,30,-3,9,12,0,0.0,0,0,0.0,0,0.0,186,43.3,2017_Overtons_200,2017,17
Tommy Joe Martins,31,18,29,17,31,24,-12,20,32,0,0.0,0,0,0.0,0,0.0,185,50.8,2017_Overtons_200,2017,17
David Starr,28,32,30,26,37,31,6,10,4,0,0.0,0,0,0.0,0,0.0,184,41.8,2017_Overtons_200,2017,17
Mike Harmon,38,31,31,31,38,33,6,9,3,0,0.0,0,0,0.0,0,0.0,178,32.5,2017_Overtons_200,2017,17
Justin Allgaier,11,35,32,1,35,22,-15,28,43,24,85.7,6,80,40.0,2,1.2,173,85.0,2017_Overtons_200,2017,17
Martin Roy,37,28,33,28,37,31,-2,14,16,0,0.0,0,0,0.0,0,0.0,163,37.7,2017_Overtons_200,2017,17
Brandon Jones,22,34,34,6,35,28,-23,38,61,2,5.3,0,10,5.0,0,0.0,157,55.2,2017_Overtons_200,2017,17
Spencer Gallagher,17,33,35,6,35,25,-13,22,35,9,40.9,0,62,31.0,0,0.0,156,61.2,2017_Overtons_200,2017,17
Carl Long,36,36,36,32,38,35,1,4,3,0,0.0,0,0,0.0,0,0.0,67,30.8,2017_Overtons_200,2017,17
Morgan Shepherd,35,37,37,31,37,35,-9,4,13,0,0.0,0,0,0.0,0,0.0,59,31.0,2017_Overtons_200,2017,17
Jeff Green,30,38,38,30,38,36,-2,7,9,0,0.0,0,0,0.0,0,0.0,15,29.8,2017_Overtons_200,2017,17
Reed Sorenson,29,39,39,29,39,38,1,1,0,0,0.0,0,0,0.0,0,0.0,7,25.3,2017_Overtons_200,2017,17
John Jackson,40,40,40,40,40,39,-1,0,1,0,0.0,0,0,0.0,0,0.0,4,23.2,2017_Overtons_200,2017,17
William Byron,3,6,1,1,28,4,-13,33,46,31,93.9,9,96,96.0,26,26.0,100,135.8,2017_Lilly_Diabetes_250,2017,18
Paul Menard,15,5,2,2,29,7,-10,43,53,36,83.7,12,96,96.0,0,0.0,100,114.7,2017_Lilly_Diabetes_250,2017,18
Joey Logano,12,2,3,1,27,5,-20,32,52,28,87.5,4,96,96.0,0,0.0,100,114.9,2017_Lilly_Diabetes_250,2017,18
Elliott Sadler,1,7,4,1,21,5,11,40,29,36,90.0,5,97,97.0,22,22.0,100,120.6,2017_Lilly_Diabetes_250,2017,18
Cole Custer,6,10,5,2,33,7,-27,30,57,27,90.0,6,95,95.0,0,0.0,100,101.2,2017_Lilly_Diabetes_250,2017,18
Ryan Reed,10,9,6,6,32,10,-18,33,51,28,84.8,0,92,92.0,0,0.0,100,96.7,2017_Lilly_Diabetes_250,2017,18
Brennan Poole,17,3,7,2,17,6,14,50,36,45,90.0,1,100,100.0,0,0.0,100,99.2,2017_Lilly_Diabetes_250,2017,18
Daniel Hemric,13,13,8,1,40,14,-19,37,56,22,59.5,4,71,71.0,1,1.0,100,87.3,2017_Lilly_Diabetes_250,2017,18
Brandon Jones,14,11,9,5,30,13,6,39,33,24,61.5,1,75,75.0,0,0.0,100,86.7,2017_Lilly_Diabetes_250,2017,18
Ty Dillon,19,14,10,2,31,10,-24,26,50,21,80.8,3,95,95.0,0,0.0,100,91.6,2017_Lilly_Diabetes_250,2017,18
Matt Tifft,7,15,11,5,33,13,11,49,38,21,42.9,0,74,74.0,0,0.0,100,86.7,2017_Lilly_Diabetes_250,2017,18
Kyle Busch,11,1,12,1,24,6,-27,48,75,28,58.3,17,82,82.0,44,44.0,100,115.4,2017_Lilly_Diabetes_250,2017,18
Brendan Gaughan,16,12,13,4,26,15,11,48,37,23,47.9,0,54,54.0,0,0.0,100,80.0,2017_Lilly_Diabetes_250,2017,18
Ryan Sieg,8,18,14,8,34,17,32,62,30,16,25.8,0,40,40.0,0,0.0,100,76.7,2017_Lilly_Diabetes_250,2017,18
J.J. Yeley,21,19,15,8,33,18,15,62,47,6,9.7,0,22,22.0,0,0.0,100,72.7,2017_Lilly_Diabetes_250,2017,18
Ross Chastain,23,17,16,6,35,19,33,70,37,5,7.1,0,11,11.0,0,0.0,100,71.0,2017_Lilly_Diabetes_250,2017,18
Blake Koch,22,28,17,10,33,17,15,51,36,11,21.6,0,41,41.0,0,0.0,100,73.5,2017_Lilly_Diabetes_250,2017,18
Ben Kennedy,9,26,18,7,28,18,-9,49,58,13,26.5,0,15,15.0,0,0.0,100,66.8,2017_Lilly_Diabetes_250,2017,18
Jeb Burton,25,16,19,11,30,21,13,55,42,2,3.6,0,4,4.0,0,0.0,100,60.8,2017_Lilly_Diabetes_250,2017,18
Dakoda Armstrong,24,22,20,13,34,24,-4,42,46,2,4.8,0,5,5.0,0,0.0,99,57.0,2017_Lilly_Diabetes_250,2017,18
Garrett Smithley,33,30,21,1,33,26,15,59,44,0,0.0,0,1,1.0,1,1.0,99,51.7,2017_Lilly_Diabetes_250,2017,18
Harrison Rhodes,29,32,22,1,34,26,12,47,35,0,0.0,0,2,2.0,1,1.0,99,52.6,2017_Lilly_Diabetes_250,2017,18
Erik Jones,2,8,23,1,32,11,-30,66,96,33,50.0,4,74,74.0,0,0.0,99,98.0,2017_Lilly_Diabetes_250,2017,18
"Ray Black, Jr.",30,20,24,13,31,24,0,53,53,3,5.7,0,3,3.0,0,0.0,99,53.0,2017_Lilly_Diabetes_250,2017,18
Michael Annett,5,27,25,1,28,18,-8,49,57,17,34.7,0,50,50.0,0,0.0,99,59.8,2017_Lilly_Diabetes_250,2017,18
Tommy Joe Martins,31,23,26,17,33,26,14,54,40,0,0.0,0,0,0.0,0,0.0,99,48.7,2017_Lilly_Diabetes_250,2017,18
Mario Gosselin,26,33,27,18,34,28,-19,33,52,0,0.0,0,0,0.0,0,0.0,99,45.0,2017_Lilly_Diabetes_250,2017,18
Spencer Gallagher,20,29,28,10,34,19,4,60,56,6,10.0,0,23,23.0,0,0.0,99,60.0,2017_Lilly_Diabetes_250,2017,18
David Starr,35,31,29,2,35,29,-3,27,30,0,0.0,0,2,2.0,0,0.0,99,42.5,2017_Lilly_Diabetes_250,2017,18
Joey Gase,37,34,30,30,40,34,0,12,12,0,0.0,0,0,0.0,0,0.0,98,33.1,2017_Lilly_Diabetes_250,2017,18
Jeremy Clements,32,21,31,10,32,21,-3,59,62,2,3.4,0,5,5.0,0,0.0,98,55.3,2017_Lilly_Diabetes_250,2017,18
Chad Finchum,39,25,32,3,39,32,9,20,11,0,0.0,0,2,2.0,0,0.0,98,36.2,2017_Lilly_Diabetes_250,2017,18
B.J. McLeod,34,24,33,20,35,31,5,21,16,0,0.0,0,0,0.0,0,0.0,93,37.2,2017_Lilly_Diabetes_250,2017,18
Mike Harmon,40,35,34,33,40,35,3,7,4,0,0.0,0,0,0.0,0,0.0,90,31.1,2017_Lilly_Diabetes_250,2017,18
Justin Allgaier,4,4,35,1,35,19,-10,31,41,23,74.2,6,51,51.0,4,4.7,86,87.6,2017_Lilly_Diabetes_250,2017,18
Timmy Hill,36,36,36,29,39,35,4,6,2,0,0.0,0,0,0.0,0,0.0,40,28.3,2017_Lilly_Diabetes_250,2017,18
Tyler Reddick,18,37,37,7,35,27,20,33,13,9,27.3,1,24,24.0,0,0.0,38,57.4,2017_Lilly_Diabetes_250,2017,18
Reed Sorenson,27,38,38,16,40,36,4,8,4,0,0.0,0,0,0.0,0,0.0,23,29.5,2017_Lilly_Diabetes_250,2017,18
Morgan Shepherd,38,39,39,1,38,36,0,5,5,0,0.0,0,2,2.0,1,4.6,22,30.7,2017_Lilly_Diabetes_250,2017,18
Jeff Green,28,40,40,28,39,38,-7,5,12,0,0.0,0,0,0.0,0,0.0,9,27.0,2017_Lilly_Diabetes_250,2017,18
Ryan Preece,1,4,1,1,6,1,3,8,5,8,100.0,67,254,100.0,141,55.5,254,148.0,2017_U.S._Cellular_250,2017,19
Kyle Benjamin,2,5,2,1,8,3,2,29,27,29,100.0,28,254,100.0,5,2.0,254,120.2,2017_U.S._Cellular_250,2017,19
Brian Scott,11,20,3,2,22,11,6,59,53,42,71.2,11,210,82.7,0,0.0,254,94.4,2017_U.S._Cellular_250,2017,19
Brennan Poole,8,9,4,3,18,6,7,26,19,25,96.2,11,251,98.8,0,0.0,254,106.9,2017_U.S._Cellular_250,2017,19
Cole Custer,5,6,5,2,17,5,-8,16,24,16,100.0,3,251,98.8,0,0.0,254,108.4,2017_U.S._Cellular_250,2017,19
J.J. Yeley,28,17,6,6,28,17,10,74,64,15,20.3,0,61,24.0,0,0.0,254,79.2,2017_U.S._Cellular_250,2017,19
