Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,DRIVER RATING,race_name,year,race_num
Michael Waltrip,30,32,27,1,41,30,-22,117,139,8,6.8,0,8,4.0,1,0.5,200,45.9,2009_Carfax_400,2009,23
John Andretti,29,35,28,2,38,32,-16,93,109,3,3.2,0,10,5.0,0,0.0,200,42.6,2009_Carfax_400,2009,23
Reed Sorenson,40,34,29,15,39,32,-14,94,108,0,0.0,2,1,0.5,0,0.0,200,41.7,2009_Carfax_400,2009,23
David Ragan,37,6,30,1,37,19,-16,87,103,29,33.3,0,81,40.5,1,0.5,200,67.1,2009_Carfax_400,2009,23
Mark Martin,2,2,31,1,31,4,-9,68,77,60,88.2,24,195,97.5,26,13.0,200,105.2,2009_Carfax_400,2009,23
Jamie McMurray,19,27,32,3,34,21,-36,98,134,34,34.7,0,50,25.0,0,0.0,200,56.1,2009_Carfax_400,2009,23
Jimmie Johnson,4,1,33,1,34,3,-12,63,75,58,92.1,44,192,96.0,133,66.5,199,124.0,2009_Carfax_400,2009,23
Scott Speed,11,30,34,10,35,27,-20,119,139,11,9.2,0,14,7.0,0,0.0,199,47.9,2009_Carfax_400,2009,23
Marcos Ambrose,26,36,35,8,36,31,-10,85,95,10,11.8,0,2,1.0,0,0.0,199,46.0,2009_Carfax_400,2009,23
Kurt Busch,6,8,36,2,36,19,-20,46,66,34,73.9,2,117,58.5,0,0.0,146,89.4,2009_Carfax_400,2009,23
Robby Gordon,24,37,37,16,38,34,3,57,54,0,0.0,0,0,0.0,0,0.0,97,44.7,2009_Carfax_400,2009,23
Mike Bliss,28,38,38,1,41,37,-13,47,60,15,31.9,0,5,2.5,0,0.0,62,31.5,2009_Carfax_400,2009,23
Joe Nemechek,38,39,39,36,41,39,-6,6,12,0,0.0,0,0,0.0,0,0.0,40,31.6,2009_Carfax_400,2009,23
David Gilliland,36,40,40,34,43,40,0,12,12,0,0.0,8,0,0.0,0,0.0,39,32.1,2009_Carfax_400,2009,23
Mike Skinner,43,41,41,38,43,41,1,7,6,0,0.0,0,0,0.0,0,0.0,33,28.4,2009_Carfax_400,2009,23
Dave Blaney,41,42,42,23,43,42,-2,7,9,0,0.0,0,0,0.0,0,0.0,18,26.4,2009_Carfax_400,2009,23
Bobby Labonte,33,43,43,32,43,43,-11,6,17,0,0.0,0,0,0.0,0,0.0,18,23.3,2009_Carfax_400,2009,23
Kyle Busch,15,4,1,1,16,5,20,46,26,46,100.0,53,498,99.6,68,13.6,500,127.8,2009_Sharpie_500,2009,24
Mark Martin,1,1,2,1,4,2,1,12,11,12,100.0,72,500,100.0,240,48.0,500,139.6,2009_Sharpie_500,2009,24
Marcos Ambrose,25,3,3,3,25,9,20,59,39,35,59.3,14,424,84.8,0,0.0,500,108.0,2009_Sharpie_500,2009,24
Greg Biffle,2,16,4,1,17,8,-9,32,41,32,100.0,23,486,97.2,76,15.2,500,111.0,2009_Sharpie_500,2009,24
Denny Hamlin,41,13,5,5,41,18,36,96,60,31,32.3,22,271,54.2,0,0.0,500,93.0,2009_Sharpie_500,2009,24
Ryan Newman,9,10,6,1,17,9,-6,65,71,65,100.0,4,497,99.4,0,0.0,500,98.5,2009_Sharpie_500,2009,24
Kurt Busch,13,2,7,2,22,5,14,54,40,46,85.2,25,467,93.4,0,0.0,500,116.2,2009_Sharpie_500,2009,24
Jimmie Johnson,21,5,8,1,22,6,34,74,40,51,68.9,46,443,88.6,107,21.4,500,116.7,2009_Sharpie_500,2009,24
"Dale Earnhardt, Jr.",27,25,9,3,27,16,11,90,79,31,34.4,13,269,53.8,0,0.0,500,85.1,2009_Sharpie_500,2009,24
Matt Kenseth,5,12,10,2,18,10,-8,59,67,55,93.2,4,486,97.2,0,0.0,500,95.2,2009_Sharpie_500,2009,24
Jamie McMurray,17,7,11,7,26,15,-2,103,105,29,28.2,3,287,57.4,0,0.0,500,84.2,2009_Sharpie_500,2009,24
Brian Vickers,14,19,12,6,24,20,-9,65,74,13,20.0,0,48,9.6,0,0.0,500,68.0,2009_Sharpie_500,2009,24
Casey Mears,7,22,13,5,26,19,-20,104,124,21,20.2,0,73,14.6,0,0.0,500,70.9,2009_Sharpie_500,2009,24
David Ragan,23,17,14,12,27,19,-1,103,104,20,19.4,1,94,18.8,0,0.0,500,72.8,2009_Sharpie_500,2009,24
Scott Speed,3,26,15,2,26,21,-19,66,85,14,21.2,1,77,15.4,0,0.0,500,68.5,2009_Sharpie_500,2009,24
Carl Edwards,32,28,16,15,34,27,8,76,68,1,1.3,5,16,3.2,0,0.0,500,62.9,2009_Sharpie_500,2009,24
David Reutimann,18,14,17,4,23,13,-4,90,94,60,66.7,6,326,65.2,0,0.0,500,84.0,2009_Sharpie_500,2009,24
Jeff Burton,37,27,18,15,41,27,0,116,116,1,0.9,16,3,0.6,0,0.0,500,54.7,2009_Sharpie_500,2009,24
Reed Sorenson,10,21,19,10,35,21,4,106,102,20,18.9,3,69,13.8,0,0.0,500,65.1,2009_Sharpie_500,2009,24
David Stremme,34,29,20,20,34,29,6,86,80,0,0.0,7,0,0.0,0,0.0,500,54.2,2009_Sharpie_500,2009,24
Clint Bowyer,6,11,21,2,22,10,-5,46,51,39,84.8,3,440,88.0,0,0.0,500,89.9,2009_Sharpie_500,2009,24
"Martin Truex, Jr.",24,6,22,2,28,10,25,93,68,56,60.2,16,420,84.0,0,0.0,500,89.2,2009_Sharpie_500,2009,24
Jeff Gordon,33,9,23,8,39,21,9,88,79,20,22.7,2,119,23.8,0,0.0,499,66.2,2009_Sharpie_500,2009,24
Paul Menard,39,32,24,24,41,33,-2,72,74,0,0.0,0,0,0.0,0,0.0,498,40.3,2009_Sharpie_500,2009,24
Juan Pablo Montoya,11,8,25,2,28,8,-10,57,67,48,84.2,5,463,92.6,0,0.0,498,95.2,2009_Sharpie_500,2009,24
Elliott Sadler,42,31,26,8,42,31,13,66,53,0,0.0,1,1,0.2,0,0.0,498,42.8,2009_Sharpie_500,2009,24
Regan Smith,28,23,27,22,35,29,-13,58,71,0,0.0,0,0,0.0,0,0.0,498,48.0,2009_Sharpie_500,2009,24
Kasey Kahne,29,30,28,21,32,28,-2,65,67,0,0.0,0,0,0.0,0,0.0,497,52.1,2009_Sharpie_500,2009,24
Scott Wimmer,26,35,29,4,36,33,-10,27,37,0,0.0,0,2,0.4,0,0.0,496,40.6,2009_Sharpie_500,2009,24
John Andretti,40,33,30,6,40,34,4,39,35,0,0.0,0,1,0.2,0,0.0,494,36.1,2009_Sharpie_500,2009,24
Michael Waltrip,36,15,31,1,36,18,-1,102,103,30,29.4,7,208,41.6,9,1.8,490,65.7,2009_Sharpie_500,2009,24
Robby Gordon,31,34,32,12,38,32,-15,68,83,2,2.9,3,8,1.6,0,0.0,490,43.4,2009_Sharpie_500,2009,24
Tony Stewart,30,36,33,27,42,34,14,29,15,0,0.0,11,0,0.0,0,0.0,489,47.8,2009_Sharpie_500,2009,24
Joey Logano,8,38,34,7,42,37,-1,10,11,3,30.0,4,10,2.0,0,0.0,484,40.6,2009_Sharpie_500,2009,24
"Sam Hornish, Jr.",38,18,35,14,38,23,6,97,91,5,5.2,0,25,5.0,0,0.0,472,52.4,2009_Sharpie_500,2009,24
Bobby Labonte,20,39,36,6,39,30,4,23,19,14,60.9,1,91,18.2,0,0.0,461,61.1,2009_Sharpie_500,2009,24
A.J. Allmendinger,19,40,37,10,40,32,-11,22,33,15,68.2,23,124,24.8,0,0.0,452,73.3,2009_Sharpie_500,2009,24
Kevin Harvick,16,24,38,14,38,20,3,67,64,19,28.4,14,73,14.6,0,0.0,438,61.1,2009_Sharpie_500,2009,24
David Gilliland,12,20,39,4,39,23,-12,45,57,23,51.1,5,178,35.6,0,0.0,354,64.5,2009_Sharpie_500,2009,24
Terry Labonte,22,37,40,22,40,37,-23,15,38,0,0.0,0,0,0.0,0,0.0,244,38.0,2009_Sharpie_500,2009,24
Joe Nemechek,43,41,41,38,43,41,-1,2,3,0,0.0,0,0,0.0,0,0.0,48,29.4,2009_Sharpie_500,2009,24
Tony Raines,35,42,42,34,43,42,-9,1,10,0,0.0,0,0,0.0,0,0.0,27,26.4,2009_Sharpie_500,2009,24
Dave Blaney,4,43,43,4,43,43,-39,0,39,0,0.0,0,3,0.6,0,0.0,8,24.3,2009_Sharpie_500,2009,24
Kasey Kahne,2,10,1,1,22,5,-2,45,47,44,97.8,38,316,97.2,60,18.5,325,131.1,2009_Pep_Boys_Auto_500,2009,25
Kevin Harvick,18,3,2,1,26,9,36,88,52,67,76.1,52,251,77.2,66,20.3,325,116.5,2009_Pep_Boys_Auto_500,2009,25
Juan Pablo Montoya,22,8,3,1,23,8,25,88,63,80,90.9,32,318,97.8,31,9.5,325,114.7,2009_Pep_Boys_Auto_500,2009,25
David Reutimann,28,9,4,3,30,12,24,100,76,58,58.0,6,220,67.7,0,0.0,325,95.5,2009_Pep_Boys_Auto_500,2009,25
Mark Martin,7,6,5,3,18,7,1,46,45,46,100.0,5,320,98.5,0,0.0,325,109.5,2009_Pep_Boys_Auto_500,2009,25
Denny Hamlin,10,2,6,1,11,4,5,44,39,44,100.0,18,325,100.0,23,7.1,325,121.1,2009_Pep_Boys_Auto_500,2009,25
Brian Vickers,8,4,7,1,18,9,7,69,62,60,87.0,4,283,87.1,2,0.6,325,100.1,2009_Pep_Boys_Auto_500,2009,25
Jeff Gordon,4,1,8,1,20,7,-11,63,74,63,100.0,14,317,97.5,30,9.2,325,110.4,2009_Pep_Boys_Auto_500,2009,25
Ryan Newman,23,18,9,1,27,18,17,85,68,29,34.1,0,76,23.4,1,0.3,325,80.7,2009_Pep_Boys_Auto_500,2009,25
Greg Biffle,26,25,10,1,33,21,-8,79,87,14,17.7,0,60,18.5,1,0.3,325,70.5,2009_Pep_Boys_Auto_500,2009,25
Tony Stewart,12,14,11,3,23,13,4,47,43,34,72.3,1,221,68.0,0,0.0,325,89.5,2009_Pep_Boys_Auto_500,2009,25
Matt Kenseth,15,13,12,1,32,16,-14,79,93,44,55.7,2,188,57.8,1,0.3,325,81.0,2009_Pep_Boys_Auto_500,2009,25
Kyle Busch,5,12,13,1,19,8,-21,51,72,42,82.4,9,297,91.4,24,7.4,325,98.4,2009_Pep_Boys_Auto_500,2009,25
David Stremme,9,11,14,7,23,13,-19,66,85,56,84.8,0,278,85.5,0,0.0,325,83.2,2009_Pep_Boys_Auto_500,2009,25
Paul Menard,41,23,15,5,43,22,13,61,48,11,18.0,0,80,24.6,0,0.0,325,65.6,2009_Pep_Boys_Auto_500,2009,25
Robby Gordon,29,16,16,7,39,22,20,116,96,42,36.2,0,102,31.4,0,0.0,325,72.1,2009_Pep_Boys_Auto_500,2009,25
"Dale Earnhardt, Jr.",31,5,17,2,35,12,26,117,91,55,47.0,3,219,67.4,0,0.0,325,85.0,2009_Pep_Boys_Auto_500,2009,25
Bobby Labonte,25,20,18,6,27,19,2,92,90,15,16.3,0,50,15.4,0,0.0,325,69.4,2009_Pep_Boys_Auto_500,2009,25
David Gilliland,17,26,19,8,31,21,-1,80,81,25,31.3,2,57,17.5,0,0.0,325,66.5,2009_Pep_Boys_Auto_500,2009,25
A.J. Allmendinger,35,31,20,13,37,25,16,111,95,0,0.0,4,4,1.2,0,0.0,325,58.0,2009_Pep_Boys_Auto_500,2009,25
Elliott Sadler,21,30,21,20,37,29,-8,60,68,0,0.0,0,0,0.0,0,0.0,325,49.8,2009_Pep_Boys_Auto_500,2009,25
Joey Logano,34,17,22,6,34,18,0,78,78,18,23.1,0,81,24.9,0,0.0,324,68.9,2009_Pep_Boys_Auto_500,2009,25
Marcos Ambrose,11,22,23,10,31,24,-9,68,77,3,4.4,0,16,4.9,0,0.0,324,56.8,2009_Pep_Boys_Auto_500,2009,25
Scott Speed,32,27,24,18,36,28,-9,55,64,0,0.0,0,0,0.0,0,0.0,324,49.5,2009_Pep_Boys_Auto_500,2009,25
Casey Mears,33,33,25,22,39,31,-7,55,62,0,0.0,0,0,0.0,0,0.0,324,44.8,2009_Pep_Boys_Auto_500,2009,25
"Martin Truex, Jr.",1,24,26,1,32,15,-3,36,39,4,11.1,34,134,41.2,68,20.9,324,96.6,2009_Pep_Boys_Auto_500,2009,25
Reed Sorenson,13,19,27,9,30,19,8,70,62,25,35.7,1,117,36.0,0,0.0,324,66.8,2009_Pep_Boys_Auto_500,2009,25
Jamie McMurray,27,28,28,11,34,28,-8,82,90,0,0.0,0,5,1.5,0,0.0,323,48.6,2009_Pep_Boys_Auto_500,2009,25
Clint Bowyer,20,32,29,14,39,30,-16,73,89,0,0.0,6,1,0.3,0,0.0,323,47.3,2009_Pep_Boys_Auto_500,2009,25
Erik Darnell,42,35,30,28,42,34,0,45,45,0,0.0,4,0,0.0,0,0.0,323,39.9,2009_Pep_Boys_Auto_500,2009,25
John Andretti,40,37,31,30,40,35,2,31,29,0,0.0,3,0,0.0,0,0.0,323,36.4,2009_Pep_Boys_Auto_500,2009,25
Michael Waltrip,19,29,32,1,37,30,-20,63,83,0,0.0,2,2,0.6,1,0.3,323,44.5,2009_Pep_Boys_Auto_500,2009,25
David Ragan,16,21,33,13,35,25,-26,44,70,6,13.6,1,22,6.8,0,0.0,322,61.0,2009_Pep_Boys_Auto_500,2009,25
Jeff Burton,24,36,34,15,37,30,-14,49,63,2,4.1,0,10,3.1,0,0.0,322,54.2,2009_Pep_Boys_Auto_500,2009,25
"Sam Hornish, Jr.",30,34,35,28,40,34,9,55,46,0,0.0,1,0,0.0,0,0.0,320,42.7,2009_Pep_Boys_Auto_500,2009,25
Jimmie Johnson,3,7,36,1,36,13,2,45,43,39,86.7,25,225,69.2,17,5.2,303,91.2,2009_Pep_Boys_Auto_500,2009,25
Carl Edwards,14,39,37,6,40,31,7,26,19,20,76.9,7,78,24.0,0,0.0,302,70.6,2009_Pep_Boys_Auto_500,2009,25
Kurt Busch,6,15,38,3,38,18,-13,45,58,38,84.4,0,201,61.8,0,0.0,244,73.9,2009_Pep_Boys_Auto_500,2009,25
Terry Labonte,43,38,39,32,43,39,9,18,9,0,0.0,0,0,0.0,0,0.0,148,32.6,2009_Pep_Boys_Auto_500,2009,25
Max Papis,39,40,40,35,42,40,-9,8,17,0,0.0,0,0,0.0,0,0.0,100,28.1,2009_Pep_Boys_Auto_500,2009,25
Mike Bliss,38,41,41,37,43,41,-3,5,8,0,0.0,0,0,0.0,0,0.0,38,25.9,2009_Pep_Boys_Auto_500,2009,25
Joe Nemechek,36,42,42,35,43,42,-6,4,10,0,0.0,0,0,0.0,0,0.0,25,25.8,2009_Pep_Boys_Auto_500,2009,25
Dave Blaney,37,43,43,35,43,43,-6,4,10,0,0.0,0,0,0.0,0,0.0,19,25.9,2009_Pep_Boys_Auto_500,2009,25
Denny Hamlin,3,1,1,1,3,1,3,9,6,9,100.0,108,400,100.0,299,74.8,400,150.0,2009_Chevy_Rock_And_Roll_400,2009,26
Kurt Busch,13,5,2,2,13,5,10,27,17,27,100.0,24,400,100.0,0,0.0,400,116.5,2009_Chevy_Rock_And_Roll_400,2009,26
Jeff Gordon,7,2,3,1,22,3,2,21,19,21,100.0,67,395,98.8,97,24.3,400,127.3,2009_Chevy_Rock_And_Roll_400,2009,26
Mark Martin,1,3,4,1,6,3,3,9,6,9,100.0,45,400,100.0,3,0.8,400,118.9,2009_Chevy_Rock_And_Roll_400,2009,26
Kyle Busch,8,7,5,4,14,8,-6,31,37,31,100.0,11,400,100.0,0,0.0,400,106.0,2009_Chevy_Rock_And_Roll_400,2009,26
Clint Bowyer,18,14,6,2,29,15,-9,49,58,10,20.4,3,211,52.8,0,0.0,400,92.5,2009_Chevy_Rock_And_Roll_400,2009,26
Brian Vickers,6,11,7,4,16,10,5,38,33,38,100.0,3,400,100.0,0,0.0,400,99.2,2009_Chevy_Rock_And_Roll_400,2009,26
"Sam Hornish, Jr.",33,8,8,5,34,13,28,73,45,27,37.0,13,274,68.5,0,0.0,400,94.0,2009_Chevy_Rock_And_Roll_400,2009,26
Kevin Harvick,19,6,9,5,23,8,19,39,20,34,87.2,13,391,97.8,0,0.0,400,103.7,2009_Chevy_Rock_And_Roll_400,2009,26
Ryan Newman,21,17,10,8,28,17,15,98,83,21,21.4,2,137,34.3,0,0.0,400,85.5,2009_Chevy_Rock_And_Roll_400,2009,26
Jimmie Johnson,4,4,11,2,11,6,-8,28,36,28,100.0,4,400,100.0,0,0.0,400,106.6,2009_Chevy_Rock_And_Roll_400,2009,26
Kasey Kahne,5,16,12,5,24,12,-9,61,70,56,91.8,4,369,92.3,0,0.0,400,91.6,2009_Chevy_Rock_And_Roll_400,2009,26
Greg Biffle,24,22,13,11,32,19,-17,75,92,15,20.0,0,82,20.5,0,0.0,400,73.3,2009_Chevy_Rock_And_Roll_400,2009,26
Joey Logano,27,20,14,9,28,18,10,83,73,17,20.5,5,91,22.8,0,0.0,400,76.4,2009_Chevy_Rock_And_Roll_400,2009,26
Carl Edwards,10,15,15,10,31,20,-16,77,93,18,23.4,0,60,15.0,0,0.0,400,70.5,2009_Chevy_Rock_And_Roll_400,2009,26
Reed Sorenson,11,18,16,9,40,19,23,107,84,14,13.1,1,73,18.3,0,0.0,400,78.3,2009_Chevy_Rock_And_Roll_400,2009,26
Tony Stewart,29,19,17,8,38,21,47,87,40,11,12.6,6,84,21.0,0,0.0,400,75.5,2009_Chevy_Rock_And_Roll_400,2009,26
Jeff Burton,22,9,18,8,28,17,2,68,66,20,29.4,1,146,36.5,0,0.0,400,77.3,2009_Chevy_Rock_And_Roll_400,2009,26
Juan Pablo Montoya,14,12,19,7,19,12,13,61,48,44,72.1,0,353,88.3,0,0.0,400,87.6,2009_Chevy_Rock_And_Roll_400,2009,26
David Reutimann,23,23,20,13,26,20,9,66,57,6,9.1,0,26,6.5,0,0.0,400,65.0,2009_Chevy_Rock_And_Roll_400,2009,26
"Dale Earnhardt, Jr.",15,27,21,4,27,19,-25,55,80,27,49.1,1,142,35.5,0,0.0,400,72.5,2009_Chevy_Rock_And_Roll_400,2009,26
Marcos Ambrose,16,25,22,10,28,22,-20,50,70,13,26.0,0,83,20.8,0,0.0,400,64.6,2009_Chevy_Rock_And_Roll_400,2009,26
A.J. Allmendinger,17,21,23,6,23,15,-12,51,63,28,54.9,0,188,47.0,0,0.0,400,77.0,2009_Chevy_Rock_And_Roll_400,2009,26
David Gilliland,30,26,24,19,32,25,0,80,80,0,0.0,0,0,0.0,0,0.0,400,57.7,2009_Chevy_Rock_And_Roll_400,2009,26
Matt Kenseth,28,24,25,20,40,27,18,74,56,0,0.0,0,0,0.0,0,0.0,400,54.9,2009_Chevy_Rock_And_Roll_400,2009,26
David Stremme,12,28,26,10,34,24,-17,60,77,23,38.3,0,65,16.3,0,0.0,400,57.7,2009_Chevy_Rock_And_Roll_400,2009,26
Jamie McMurray,25,30,27,11,34,26,4,61,57,4,6.6,0,17,4.3,0,0.0,400,58.4,2009_Chevy_Rock_And_Roll_400,2009,26
Paul Menard,42,29,28,19,42,30,-4,56,60,0,0.0,0,0,0.0,0,0.0,399,48.0,2009_Chevy_Rock_And_Roll_400,2009,26
John Andretti,39,36,29,28,41,34,-3,32,35,0,0.0,0,0,0.0,0,0.0,399,37.7,2009_Chevy_Rock_And_Roll_400,2009,26
Casey Mears,38,13,30,9,40,21,11,69,58,14,20.3,1,131,32.8,0,0.0,398,67.7,2009_Chevy_Rock_And_Roll_400,2009,26
Bobby Labonte,37,31,31,24,42,30,21,74,53,0,0.0,0,0,0.0,0,0.0,398,49.5,2009_Chevy_Rock_And_Roll_400,2009,26
Michael Waltrip,40,33,32,1,43,32,6,54,48,0,0.0,0,1,0.3,1,0.3,398,43.8,2009_Chevy_Rock_And_Roll_400,2009,26
David Ragan,26,32,33,2,36,31,-20,45,65,0,0.0,0,1,0.3,0,0.0,398,44.7,2009_Chevy_Rock_And_Roll_400,2009,26
Elliott Sadler,34,38,34,33,42,37,-4,37,41,0,0.0,12,0,0.0,0,0.0,396,38.6,2009_Chevy_Rock_And_Roll_400,2009,26
Joe Nemechek,36,37,35,33,41,37,4,41,37,0,0.0,0,0,0.0,0,0.0,396,36.6,2009_Chevy_Rock_And_Roll_400,2009,26
Scott Speed,20,35,36,19,43,36,6,21,15,0,0.0,0,0,0.0,0,0.0,396,33.6,2009_Chevy_Rock_And_Roll_400,2009,26
Max Papis,43,39,37,34,43,39,-11,15,26,0,0.0,0,0,0.0,0,0.0,394,26.5,2009_Chevy_Rock_And_Roll_400,2009,26
Brad Keselowski,9,34,38,8,38,32,-24,17,41,5,29.4,0,14,3.5,0,0.0,376,43.9,2009_Chevy_Rock_And_Roll_400,2009,26
"Martin Truex, Jr.",2,10,39,2,39,18,-12,25,37,25,100.0,2,266,66.5,0,0.0,325,78.0,2009_Chevy_Rock_And_Roll_400,2009,26
Regan Smith,35,40,40,28,42,40,-12,18,30,0,0.0,8,0,0.0,0,0.0,174,34.5,2009_Chevy_Rock_And_Roll_400,2009,26
Michael McDowell,41,41,41,33,43,40,-3,24,27,0,0.0,0,0,0.0,0,0.0,113,28.9,2009_Chevy_Rock_And_Roll_400,2009,26
Mike Bliss,31,42,42,30,42,42,-12,13,25,0,0.0,0,0,0.0,0,0.0,38,28.9,2009_Chevy_Rock_And_Roll_400,2009,26
Dave Blaney,32,43,43,31,43,42,-15,7,22,0,0.0,0,0,0.0,0,0.0,36,26.8,2009_Chevy_Rock_And_Roll_400,2009,26
Mark Martin,14,6,1,1,29,8,5,55,50,38,69.1,27,265,88.3,68,22.7,300,120.9,2009_Sylvania_300,2009,27
Denny Hamlin,4,1,2,1,15,4,6,47,41,47,100.0,19,300,100.0,22,7.3,300,121.0,2009_Sylvania_300,2009,27
Juan Pablo Montoya,1,2,3,1,21,4,20,63,43,58,92.1,52,297,99.0,105,35.0,300,134.6,2009_Sylvania_300,2009,27
Jimmie Johnson,16,7,4,1,23,6,25,68,43,59,86.8,24,290,96.7,14,4.7,300,115.5,2009_Sylvania_300,2009,27
Kyle Busch,9,23,5,2,27,17,5,87,82,46,52.9,0,88,29.3,0,0.0,300,82.1,2009_Sylvania_300,2009,27
Kurt Busch,3,4,6,1,28,5,-2,57,59,45,78.9,26,286,95.3,33,11.0,300,122.4,2009_Sylvania_300,2009,27
Ryan Newman,18,9,7,1,18,10,4,57,53,51,89.5,5,297,99.0,1,0.3,300,93.9,2009_Sylvania_300,2009,27
Elliott Sadler,35,19,8,3,35,20,-1,73,74,15,20.5,2,86,28.7,0,0.0,300,79.7,2009_Sylvania_300,2009,27
Greg Biffle,22,16,9,5,26,17,0,86,86,43,50.0,0,112,37.3,0,0.0,300,81.6,2009_Sylvania_300,2009,27
Clint Bowyer,17,13,10,4,26,14,6,71,65,45,63.4,1,200,66.7,0,0.0,300,87.7,2009_Sylvania_300,2009,27
Brian Vickers,26,25,11,10,30,18,29,84,55,26,31.0,0,92,30.7,0,0.0,300,82.9,2009_Sylvania_300,2009,27
David Reutimann,13,18,12,4,28,13,-6,67,73,36,53.7,2,220,73.3,0,0.0,300,90.9,2009_Sylvania_300,2009,27
Casey Mears,19,30,13,5,30,21,-18,57,75,17,29.8,0,88,29.3,0,0.0,300,68.3,2009_Sylvania_300,2009,27
Tony Stewart,2,5,14,1,29,8,10,49,39,32,65.3,23,231,77.0,52,17.3,300,106.2,2009_Sylvania_300,2009,27
Jeff Gordon,10,8,15,3,29,11,1,57,56,40,70.2,8,254,84.7,0,0.0,300,95.6,2009_Sylvania_300,2009,27
Jeff Burton,32,12,16,2,32,16,35,91,56,18,19.8,3,92,30.7,0,0.0,300,83.1,2009_Sylvania_300,2009,27
Carl Edwards,5,11,17,1,22,10,-14,41,55,29,70.7,6,269,89.7,2,0.7,300,93.4,2009_Sylvania_300,2009,27
Jamie McMurray,29,29,18,3,30,20,4,78,74,16,20.5,1,47,15.7,0,0.0,300,68.3,2009_Sylvania_300,2009,27
"Martin Truex, Jr.",7,10,19,5,26,14,-7,60,67,35,58.3,5,201,67.0,0,0.0,300,83.4,2009_Sylvania_300,2009,27
Marcos Ambrose,31,15,20,1,34,20,7,73,66,23,31.5,0,66,22.0,2,0.7,300,64.0,2009_Sylvania_300,2009,27
Joey Logano,33,27,21,10,34,25,0,71,71,7,9.9,0,6,2.0,0,0.0,300,58.5,2009_Sylvania_300,2009,27
Bobby Labonte,8,26,22,1,29,20,-31,59,90,18,30.5,0,72,24.0,1,0.3,300,62.6,2009_Sylvania_300,2009,27
Matt Kenseth,38,28,23,5,36,25,-2,68,70,7,10.3,0,14,4.7,0,0.0,300,54.8,2009_Sylvania_300,2009,27
Robby Gordon,28,31,24,12,33,29,-3,46,49,5,10.9,0,2,0.7,0,0.0,300,51.1,2009_Sylvania_300,2009,27
A.J. Allmendinger,34,21,25,6,35,21,2,97,95,16,16.5,1,55,18.3,0,0.0,299,67.3,2009_Sylvania_300,2009,27
John Andretti,41,32,26,7,42,30,-14,36,50,0,0.0,0,6,2.0,0,0.0,299,47.4,2009_Sylvania_300,2009,27
Michael Waltrip,21,36,27,20,37,32,-10,20,30,0,0.0,0,0,0.0,0,0.0,298,45.4,2009_Sylvania_300,2009,27
David Stremme,6,14,28,4,30,17,-13,57,70,18,31.6,1,153,51.0,0,0.0,298,71.3,2009_Sylvania_300,2009,27
Aric Almirola,39,34,29,29,40,35,7,25,18,0,0.0,0,0,0.0,0,0.0,297,35.2,2009_Sylvania_300,2009,27
Erik Darnell,37,37,30,29,38,34,-2,25,27,0,0.0,0,0,0.0,0,0.0,297,39.6,2009_Sylvania_300,2009,27
Scott Speed,27,35,31,20,37,33,-8,25,33,0,0.0,0,0,0.0,0,0.0,297,37.6,2009_Sylvania_300,2009,27
Kevin Harvick,12,24,32,8,33,21,-18,70,88,14,20.0,0,63,21.0,0,0.0,295,59.5,2009_Sylvania_300,2009,27
David Ragan,42,20,33,14,40,30,8,31,23,0,0.0,2,2,0.7,0,0.0,287,47.7,2009_Sylvania_300,2009,27
Paul Menard,40,33,34,30,38,34,6,20,14,0,0.0,0,0,0.0,0,0.0,287,35.6,2009_Sylvania_300,2009,27
"Dale Earnhardt, Jr.",23,3,35,2,35,11,34,82,48,56,68.3,30,232,77.3,0,0.0,283,84.2,2009_Sylvania_300,2009,27
Reed Sorenson,25,22,36,17,37,30,-4,31,35,0,0.0,0,0,0.0,0,0.0,263,43.2,2009_Sylvania_300,2009,27
"Sam Hornish, Jr.",24,17,37,10,37,26,-7,28,35,7,25.0,2,48,16.0,0,0.0,162,62.3,2009_Sylvania_300,2009,27
Kasey Kahne,11,38,38,9,38,32,1,7,6,7,100.0,1,66,22.0,0,0.0,66,72.5,2009_Sylvania_300,2009,27
Mike Wallace,30,39,39,30,41,39,-9,8,17,0,0.0,0,0,0.0,0,0.0,48,31.5,2009_Sylvania_300,2009,27
Joe Nemechek,20,40,40,20,41,40,-20,9,29,0,0.0,0,0,0.0,0,0.0,41,32.5,2009_Sylvania_300,2009,27
Michael McDowell,43,41,41,39,43,41,2,10,8,0,0.0,0,0,0.0,0,0.0,36,29.9,2009_Sylvania_300,2009,27
Dave Blaney,15,42,42,15,42,42,-27,4,31,0,0.0,0,0,0.0,0,0.0,23,28.9,2009_Sylvania_300,2009,27
Tony Raines,36,43,43,42,43,43,-1,0,1,0,0.0,0,0,0.0,0,0.0,8,28.8,2009_Sylvania_300,2009,27
Jimmie Johnson,1,1,1,1,11,2,6,13,7,13,100.0,155,400,100.0,271,67.8,400,149.2,2009_AAA_400,2009,28
Mark Martin,14,5,2,2,23,7,7,28,21,26,92.9,44,368,92.0,0,0.0,400,113.3,2009_AAA_400,2009,28
